"año";"sector";"actividad";"subactividad";"categoria";"id_ipcc";"tipo_de_gas";"valor_en_toneladas_de_co2e"
"2002";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.02"
"2003";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.02"
"2004";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.02"
"2005";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.02"
"2006";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.03"
"2007";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.03"
"2008";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.03"
"2009";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.03"
"2010";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.03"
"2011";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.04"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.04"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.04"
"2014";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.04"
"2015";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.04"
"2016";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.04"
"2017";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.04"
"2018";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.04"
"2019";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.04"
"2020";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.04"
"2021";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.04"
"2022";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.04"
"1990";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.20"
"1991";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.20"
"1992";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.21"
"1993";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.21"
"1994";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.22"
"1995";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.22"
"1996";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.22"
"1997";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.22"
"1998";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.22"
"1999";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.23"
"2000";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.23"
"2001";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.23"
"2002";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.22"
"2003";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.21"
"2004";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.22"
"2005";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.22"
"2006";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.22"
"2007";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.21"
"2008";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.22"
"2009";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.22"
"2010";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.22"
"2011";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.22"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.23"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.23"
"2014";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.23"
"2015";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.23"
"2016";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.22"
"2017";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.21"
"2018";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.22"
"2019";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.21"
"2020";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.21"
"2021";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.21"
"2022";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"3D2aiii1a";"N2O";"0.21"
"1990";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.60"
"1991";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.63"
"1992";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.65"
"1993";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.70"
"1994";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.70"
"1995";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.67"
"1996";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.60"
"1997";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.57"
"1998";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.48"
"1999";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.54"
"2000";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.52"
"2001";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.49"
"2002";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.54"
"2003";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.56"
"2004";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.56"
"2005";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.54"
"2006";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.52"
"2007";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.49"
"2008";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.31"
"2009";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.24"
"2010";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.12"
"2011";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.08"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.11"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.13"
"2014";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.15"
"2015";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.14"
"2016";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.15"
"2017";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.19"
"2018";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.19"
"2019";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.20"
"2020";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.18"
"2021";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.19"
"2022";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"3D2aiii1b";"N2O";"1.18"
"1990";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.06"
"1991";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.06"
"1992";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.06"
"1993";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.06"
"1994";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"1995";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"1996";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"1997";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.04"
"1998";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.04"
"1999";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.04"
"2000";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.04"
"2001";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.04"
"2002";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.04"
"2003";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.04"
"2004";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2005";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2006";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2007";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2008";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2009";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2010";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2011";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2014";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2015";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2016";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2017";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2018";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2019";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2020";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.05"
"2021";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.04"
"2022";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii2";"N2O";"0.04"
"1990";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii3";"N2O";"0.01"
"1991";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii3";"N2O";"0.01"
"1992";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii3";"N2O";"0.01"
"1993";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii3";"N2O";"0.01"
"1994";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii3";"N2O";"0.01"
"1995";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii3";"N2O";"0.01"
"1996";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii3";"N2O";"0.01"
"1997";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii3";"N2O";"0.01"
"1998";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii3";"N2O";"0.01"
"1999";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"3D2aiii3";"N2O";"0.01"
